Category,model_name,strategy_name,n_predictions,n_correct,accuracy,mean_level,median_level,min_level,max_level,mean_latency_ms,median_latency_ms,min_latency_ms,p25_latency_ms,p75_latency_ms,max_latency_ms,accuracy_pct
News,gemma3-12b,dynamic_few_shot_k3,200,136,0.68,3.305,2.0,1,15,6278.015,6049.0,4220,5513.75,6920.5,10050,68.0
News,gemma3-12b,zero_shot,200,132,0.66,3.305,2.0,1,15,13291.525,13104.5,9447,11989.75,14400.5,18575,66.0
News,phi4-14b,dynamic_few_shot_k3,200,139,0.695,3.305,2.0,1,15,6052.46,5780.5,3927,5110.5,6519.0,11383,69.5
News,phi4-14b,wiki_rag,200,136,0.68,3.305,2.0,1,15,8945.49,8840.5,6093,8082.0,9741.75,13414,68.0
News,phi4-14b,zero_shot,200,135,0.675,3.305,2.0,1,15,9601.54,9737.5,6327,8672.75,10409.75,13566,67.5
