Category,model_name,strategy_name,n_predictions,mean_latency_ms,median_latency_ms,min_latency_ms,p10_latency_ms,p25_latency_ms,p75_latency_ms,p90_latency_ms,max_latency_ms
Entertainment,gemma3-12b,dynamic_few_shot_k3,200,11751.755,11720.5,4553,8388.0,9690.5,13546.5,15701.099999999999,18478
Entertainment,gemma3-12b,zero_shot,200,12692.555,12478.5,9064,10544.0,11367.0,13786.0,15007.4,18384
Entertainment,phi4-14b,dynamic_few_shot_k3,200,7841.08,7818.5,4464,5801.9,6676.5,9043.25,9957.1,12382
Entertainment,phi4-14b,zero_shot,200,8991.995,9029.0,5731,7108.7,7872.5,10033.0,10776.2,13479
Entertainment,qwen3-14b,dynamic_few_shot_k3,200,3539.225,3403.0,2499,2820.6,3058.25,3780.75,4256.6,8587
Entertainment,qwen3-14b,wiki_rag,200,13278.215,13271.0,5661,9825.3,11834.0,14459.75,15737.8,60528
